tp_mt5;sl_mt5;timeout_minutos;protecao_ativa;protecao_gatilho_pct_tp;distance_from_seed;seed_candidate_id;optimization_variant_id;all_trades;all_wins;all_losses;all_zeros;all_win_rate_pct;all_net_mt5_points;all_average_mt5_points;all_median_mt5_points;all_gross_profit;all_gross_loss;all_profit_factor;all_max_drawdown;all_mfe_mean;all_mae_mean;all_timeout_pct;all_protection_pct;train_trades;train_wins;train_losses;train_zeros;train_win_rate_pct;train_net_mt5_points;train_average_mt5_points;train_median_mt5_points;train_gross_profit;train_gross_loss;train_profit_factor;train_max_drawdown;train_mfe_mean;train_mae_mean;train_timeout_pct;train_protection_pct;val_trades;val_wins;val_losses;val_zeros;val_win_rate_pct;val_net_mt5_points;val_average_mt5_points;val_median_mt5_points;val_gross_profit;val_gross_loss;val_profit_factor;val_max_drawdown;val_mfe_mean;val_mae_mean;val_timeout_pct;val_protection_pct;component_pf_validation;component_validation_net;component_pf_stability;component_total_pf;component_total_net;component_drawdown;component_sample;component_seed_proximity;optimization_penalty;optimization_score;eligible_module11;optimization_rank
4000;2500;300;True;0,7;3,3916666666666666;S187_C0;S187_C0_TP4000_SL2500_T300_P1_G70;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,22770398481973436;24,0;33,908262418921176;False;33
4000;2500;300;True;0,75;3,3916666666666666;S187_C0;S187_C0_TP4000_SL2500_T300_P1_G75;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,22770398481973436;24,0;33,908262418921176;False;34
4000;2500;300;True;0,8;3,3916666666666666;S187_C0;S187_C0_TP4000_SL2500_T300_P1_G80;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,22770398481973436;24,0;33,908262418921176;False;35
4000;2500;300;False;0,0;3,3916666666666666;S187_C0;S187_C0_TP4000_SL2500_T300_P0_G0;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,22770398481973436;24,0;33,908262418921176;False;36
4500;2500;300;True;0,6;3,5916666666666663;S192_C0;S192_C0_TP4500_SL2500_T300_P1_G60;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,2177858439201452;24,0;33,84875357352364;False;37
4500;2500;300;True;0,65;3,5916666666666663;S192_C0;S192_C0_TP4500_SL2500_T300_P1_G65;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,2177858439201452;24,0;33,84875357352364;False;38
4500;2500;300;True;0,7;3,5916666666666663;S192_C0;S192_C0_TP4500_SL2500_T300_P1_G70;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,2177858439201452;24,0;33,84875357352364;False;39
4500;2500;300;True;0,75;3,5916666666666663;S192_C0;S192_C0_TP4500_SL2500_T300_P1_G75;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,2177858439201452;24,0;33,84875357352364;False;40
4500;2500;300;True;0,8;3,5916666666666663;S192_C0;S192_C0_TP4500_SL2500_T300_P1_G80;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,2177858439201452;24,0;33,84875357352364;False;41
4500;2500;300;False;0,0;3,5916666666666663;S192_C0;S192_C0_TP4500_SL2500_T300_P0_G0;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,2177858439201452;24,0;33,84875357352364;False;42
4500;2500;300;True;0,6;3,5916666666666663;S187_C0;S187_C0_TP4500_SL2500_T300_P1_G60;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,2177858439201452;24,0;33,84875357352364;False;43
4500;2500;300;True;0,65;3,5916666666666663;S187_C0;S187_C0_TP4500_SL2500_T300_P1_G65;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,2177858439201452;24,0;33,84875357352364;False;44
4500;2500;300;True;0,7;3,5916666666666663;S187_C0;S187_C0_TP4500_SL2500_T300_P1_G70;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,2177858439201452;24,0;33,84875357352364;False;45
4500;2500;300;True;0,75;3,5916666666666663;S187_C0;S187_C0_TP4500_SL2500_T300_P1_G75;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,2177858439201452;24,0;33,84875357352364;False;46
4500;2500;300;True;0,8;3,5916666666666663;S187_C0;S187_C0_TP4500_SL2500_T300_P1_G80;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,2177858439201452;24,0;33,84875357352364;False;47
4500;2500;300;False;0,0;3,5916666666666663;S187_C0;S187_C0_TP4500_SL2500_T300_P0_G0;307;143;163;1;46,579804560260584;-3660,0;-11,921824104234528;-7,0;17707,75;21367,75;0,8287138327619894;-4868,5;103,34201954397395;-120,4128664495114;100,0;0,0;214;100;113;1;46,728971962616825;-3220,25;-15,047897196261681;-8,625;13617,25;16837,5;0,8087453600593912;-4591,5;111,80490654205607;-129,9521028037383;100,0;0,0;93;43;50;0;46,236559139784944;-439,75;-4,728494623655914;-4,5;4090,5;4530,25;0,9029303018597208;-1184,0;83,86827956989248;-98,46236559139786;100,0;0,0;0,3009767672865736;0,49780126417303744;0,9686050193998902;0,27623794425399645;0,48170816693998547;0,9882985452245414;1,0;0,2177858439201452;24,0;33,84875357352364;False;48
3000;2500;120;True;0,6;2,325;S191_C0;S191_C0_TP3000_SL2500_T120_P1_G60;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;49
3000;2500;120;True;0,65;2,325;S191_C0;S191_C0_TP3000_SL2500_T120_P1_G65;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;50
3000;2500;120;True;0,7;2,325;S191_C0;S191_C0_TP3000_SL2500_T120_P1_G70;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;51
3000;2500;120;True;0,75;2,325;S191_C0;S191_C0_TP3000_SL2500_T120_P1_G75;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;52
3000;2500;120;True;0,8;2,325;S191_C0;S191_C0_TP3000_SL2500_T120_P1_G80;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;53
3000;2500;120;False;0,0;2,325;S191_C0;S191_C0_TP3000_SL2500_T120_P0_G0;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;54
3000;2500;120;True;0,6;2,325;S184_C0;S184_C0_TP3000_SL2500_T120_P1_G60;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;55
3000;2500;120;True;0,65;2,325;S184_C0;S184_C0_TP3000_SL2500_T120_P1_G65;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;56
3000;2500;120;True;0,7;2,325;S184_C0;S184_C0_TP3000_SL2500_T120_P1_G70;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;57
3000;2500;120;True;0,75;2,325;S184_C0;S184_C0_TP3000_SL2500_T120_P1_G75;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;58
3000;2500;120;True;0,8;2,325;S184_C0;S184_C0_TP3000_SL2500_T120_P1_G80;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;59
3000;2500;120;False;0,0;2,325;S184_C0;S184_C0_TP3000_SL2500_T120_P0_G0;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;60
3000;2500;120;True;0,6;2,325;S185_C0;S185_C0_TP3000_SL2500_T120_P1_G60;307;140;166;1;45,60260586319218;-2883,75;-9,393322475570033;-10,0;10223,0;13106,75;0,779979781410342;-3510,0;65,74511400651465;-76,0130293159609;100,0;0,0;214;96;117;1;44,85981308411215;-2267,5;-10,595794392523365;-11,625;7269,5;9537,0;0,7622417951137674;-2420,75;72,89369158878505;-81,56658878504673;100,0;0,0;93;44;49;0;47,31182795698925;-616,25;-6,626344086021505;-5,0;2953,5;3569,75;0,827368863365782;-891,5;49,295698924731184;-63,233870967741936;100,0;0,0;0,27578962112192734;0,49691878900434144;0,9782909772493285;0,259993260470114;0,48558524555518034;0,9911637749463532;1,0;0,3007518796992481;24,0;33,83649959066177;False;61
